transportmean_name,line_number,order_number,stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
ML,2,2_2,par_10_11,11,PRADO DE LA VEGA,Ctra   M-502 (Carabanchel) 1200,40.4023050819669,-3.78112083656754,B1,http://www.crtm.es,0,,Europe/Madrid,"2
"
ML,2,2_3,par_10_12,12,COLONIA DE LOS ANGELES,Ctra   M-502 (Carabanchel) 1900,40.4072203704496,-3.78431250539841,B1,http://www.crtm.es,0,,Europe/Madrid,"2
"
ML,2,2_4,par_10_13,13,PRADO DEL REY,Avda   Radio y Televisión 4,40.410478694507,-3.78739104247461,B1,http://www.crtm.es,0,,Europe/Madrid,"2
"
ML,2,2_5,par_10_14,14,SOMOSAGUAS SUR,Calle   Veritas 4,40.4153721190565,-3.79243379439747,B1,http://www.crtm.es,0,est_10_14,,"2
"
ML,2,2_6,par_10_15,15,SOMOSAGUAS CENTRO,Ctra   Carabanchel (M-502) 36,40.4193743757613,-3.79864548241651,B1,http://www.crtm.es,0,,Europe/Madrid,"2
"
ML,2,2_7,par_10_16,16,POZUELO OESTE,Ctra   Carabanchel (M-502) 63,40.4230823013736,-3.80438288554524,B1,http://www.crtm.es,0,,Europe/Madrid,"2
"
ML,2,2_8,par_10_18,18,BELGICA,Via de las Dos Castillas 5,40.4305923174205,-3.80745503233822,B1,http://www.crtm.es,0,,Europe/Madrid,"2
"
ML,2,2_9,par_10_19,19,DOS CASTILLAS,Via de las Dos Castillas 11 D,40.4325434710534,-3.80152465535664,B1,http://www.crtm.es,0,,Europe/Madrid,"2
"
ML,2,2_10,par_10_20,20,CAMPUS DE SOMOSAGUAS,Avda del Cerro SN,40.4333892401783,-3.79515647725654,B1,http://www.crtm.es,0,,Europe/Madrid,"2
"
ML,2,2_11,par_10_21,21,AVENIDA DE EUROPA,Avda   Comunidad de Madrid 3,40.4393141366797,-3.79296246485784,B1,http://www.crtm.es,0,est_10_21,,"2
"
ML,2,2_12,par_10_22,22,BERNA,Calle   Plutón 1,40.4448763236969,-3.79110578375431,B1,http://www.crtm.es,0,est_10_22,,"2
"
ML,2,2_13,par_10_23,23,ESTACION DE ARAVACA,Calle de la Golondrina 104,40.4483357732024,-3.78581622755961,A,http://www.crtm.es,0,,Europe/Madrid,"2
"
ML,3,3_1,par_10_10,10,COLONIA JARDIN,Calle de Arenas de San Pedro 2,40.3969894844388,-3.77447250975779,A,http://www.crtm.es,0,est_10_10,,"2
"
ML,3,3_1,par_10_24,24,COLONIA JARDIN,Calle de Arenas de San Pedro 2,40.3969898790262,-3.77441359754956,A,http://www.crtm.es,0,est_10_10,,"2
"
ML,3,3_2,par_10_25,25,CIUDAD DE LA IMAGEN,Calle   Juan de Orduña 4,40.3970971204062,-3.78390043315878,B1,http://www.crtm.es,0,,Europe/Madrid,"2
"
ML,3,3_3,par_10_26,26,JOSE ISBERT,Calle   José Isbert 2,40.3952639101088,-3.78984138962409,B1,http://www.crtm.es,0,,Europe/Madrid,"2
"
ML,3,3_4,par_10_27,27,CIUDAD DEL CINE,Calle   José Isbert 20,40.394558612874,-3.79547716361047,B1,http://www.crtm.es,0,,Europe/Madrid,"2
"
ML,3,3_5,par_10_39,39,COCHERAS,Ctra de Boadilla del Monte 90,40.3968886687878,-3.80376469204415,B1,http://www.crtm.es,0,,Europe/Madrid,"2
"
ML,3,3_6,par_10_28,28,RETAMARES,Ctra   Boadilla-Carabanchel (M-511) SN,40.3987262595916,-3.81665427270027,B1,http://www.crtm.es,0,,Europe/Madrid,"2
"
ML,3,3_7,par_10_29,29,MONTEPRINCIPE,Avda del Montepríncipe 1,40.397932443089,-3.83571036122649,B1,http://www.crtm.es,0,est_10_29,,"2
"
ML,3,3_8,par_10_30,30,VENTORRO DEL CANO,Avda del Tranvía SN,40.3942130506999,-3.83802093983274,B1,http://www.crtm.es,0,,Europe/Madrid,"2
"
ML,3,3_9,par_10_31,31,PRADO DEL ESPINO,Calle   Labradores 1,40.3950257655849,-3.84764592070794,B2,http://www.crtm.es,0,,Europe/Madrid,"2
"
ML,3,3_10,par_10_32,32,CANTABRIA,Avda de Cantabria 3,40.3952988767495,-3.8642987423139,B2,http://www.crtm.es,0,,Europe/Madrid,"2
"
ML,3,3_11,par_10_33,33,FERIAL DE BOADILLA,Ctra de Boadilla-Villaviciosa 13 A,40.4019695431789,-3.87929102923328,B2,http://www.crtm.es,0,,Europe/Madrid,"2
"
ML,3,3_12,par_10_34,34,BOADILLA CENTRO,Ctra de Boadilla-Majadahonda 40,40.4071446638255,-3.87994763161887,B2,http://www.crtm.es,0,,Europe/Madrid,"2
"
ML,3,3_13,par_10_35,35,NUEVO MUNDO,Avda del Nuevo Mundo 6 B,40.4056505581518,-3.88566737217457,B2,http://www.crtm.es,0,,Europe/Madrid,"2
"
ML,3,3_14,par_10_36,36,SIGLO XXI,Avda del Siglo XXI 1,40.405138231147,-3.89254292808721,B2,http://www.crtm.es,0,,Europe/Madrid,"2
"
ML,3,3_15,par_10_37,37,INFANTE DON LUIS,Avda del Siglo XXI 11,40.405957139042,-3.89731482604528,B2,http://www.crtm.es,0,,Europe/Madrid,"2
"
ML,3,3_16,par_10_38,38,PUERTA DE BOADILLA,Avda   Siglo XXI SN,40.4077813229577,-3.90369125901715,B2,http://www.crtm.es,0,,Europe/Madrid,"2
"
ML,4,4_5,par_10_68,68,POLIGONO INDUSTRIAL CIUDAD DE PARLA,Calle   Berlín 52,40.2386788584258,-3.750353023281,B2,http://www.crtm.es,0,,Europe/Madrid,"2
"
ML,4,4_6,par_10_50,50,PLAZA DE TOROS,Calle   Desconocida SN,40.2441101028853,-3.7574670712039,B2,http://www.crtm.es,0,,Europe/Madrid,"2
"
ML,4,4_7,par_10_51,51,JULIO ROMERO DE TORRES,Calle   Julio Romero de Torres 2,40.2453581284575,-3.76223081620563,B2,http://www.crtm.es,0,,Europe/Madrid,"2
"
ML,4,4_8,par_10_52,52,LA BALLENA,Calle   Real 94,40.2459982061463,-3.76625893189452,B2,http://www.crtm.es,0,,Europe/Madrid,"2
"
ML,4,4_9,par_10_53,53,PARLA CENTRO - BULEVAR NORTE,Calle  Real 81,40.2408057932177,-3.7694451030376,B2,http://www.crtm.es,0,,Europe/Madrid,"2
"
ML,4,4_10,par_10_54,54,IGLESIA CENTRO,Calle   Real 28,40.2377176869276,-3.77049166664552,B2,http://www.crtm.es,0,,Europe/Madrid,"2
"
ML,4,4_11,par_10_55,55,BULEVAR SUR,Calle   San Antón 4,40.2347418203974,-3.77226823186137,B2,http://www.crtm.es,0,,Europe/Madrid,"2
"
ML,4,4_12,par_10_56,56,REYES CATOLICOS,Calle   Reyes Católicos 37,40.2314241743714,-3.76990313394975,B2,http://www.crtm.es,0,,Europe/Madrid,"2
"
ML,4,4_13,par_10_57,57,ISABEL II,Calle   Reyes Católicos 73,40.2311504635075,-3.76498663162076,B2,http://www.crtm.es,0,,Europe/Madrid,"2
"
ML,4,4_14,par_10_58,58,PARQUE PARLA ESTE,Calle del paraguay 16,40.2281741809284,-3.76137991670491,B2,http://www.crtm.es,0,,Europe/Madrid,"2
"
ML,4,4_15,par_10_59,59,AVENIDA SISTEMA SOLAR,Avda del Sistema Solar 9,40.2234403194468,-3.76062172048455,B2,http://www.crtm.es,0,,Europe/Madrid,"2
"
CR,1 ,1 _1,par_5_61,61,PRINCIPE PIO,Paseo de la Florida 2,40.4210790188043,-3.72017231064503,A,http://www.crtm.es,0,est_90_18,,"0
"
CR,1 ,1 _2,par_5_57,57,PIRAMIDES,Paseo del Doctor Vallejo Nágera 37,40.4026028948529,-3.71124315951466,A,http://www.crtm.es,0,,Europe/Madrid,"1
"
CR,1 ,1 _3,par_5_25,25,DELICIAS,Calle de Ramírez de Prado 3 B,40.400382320912,-3.69267182175509,A,http://www.crtm.es,0,,Europe/Madrid,"1
"
CR,1 ,1 _4,par_5_46,46,MENDEZ ALVARO,Calle del Ombu 16,40.3953883033481,-3.67798602503064,A,http://www.crtm.es,0,est_90_13,,"1
"
CR,1 ,1 _5,par_5_11,11,ATOCHA,Avda de la Ciudad de Barcelona 2 B,40.4066011651398,-3.68921184083959,A,http://www.crtm.es,0,est_90_54,,"2
"
CR,1 ,1 _6,par_5_65,65,RECOLETOS,Paseo de Recoletos 20,40.4234206237613,-3.69076267999387,A,http://www.crtm.es,0,,Europe/Madrid,"0
"
CR,1 ,1 _7,par_5_51,51,NUEVOS MINISTERIOS,Calle de Raimundo Fernández Villaverde 67,40.4466277031815,-3.69225017986236,A,http://www.crtm.es,0,est_90_71,,"2
"
CR,1 ,1 _8,par_5_18,18,CHAMARTIN,Calle de Agustín de Foxá 40,40.4721094623497,-3.68237859937536,A,http://www.crtm.es,0,est_90_25,,"2
"
CR,1 ,1 _9,par_5_133,133,FUENTE DE LA MORA,Calle de Dulce Chacón 15,40.4847551076476,-3.66273198940419,A,http://www.crtm.es,0,,Europe/Madrid,"2
"
CR,1 ,1 _11,par_5_142,142,AEROPUERTO T4,Ctra de Alcobendas a Barajas SN,40.4917812474987,-3.59324027187479,A,http://www.crtm.es,0,est_90_33,,"2
"
CR,2 ,2 _1,par_5_38,38,GUADALAJARA,Plaza de la Estación SN,40.6440936102746,-3.18230377067774,C2,http://www.crtm.es,0,,Europe/Madrid,"0
"
CR,2 ,2 _2,par_5_12,12,AZUQUECA,Paseo de la Estacion SN,40.5610431126363,-3.26537808007204,C1,http://www.crtm.es,0,,Europe/Madrid,"1
"
CR,2 ,2 _3,par_5_45,45,MECO,Trva de la Calera 3,40.534629296321,-3.29857120296861,C1,http://www.crtm.es,0,,Europe/Madrid,"0
"
CR,2 ,2 _4,par_5_3,3,ALCALÁ DE HENARES UNIVERSIDAD,Ctra del  Campus SN,40.5053487667517,-3.33532393016683,B3,http://www.crtm.es,0,,Europe/Madrid,"0
"
CR,2 ,2 _5,par_5_2,2,ALCALÁ DE HENARES,Calle   Pedro Lainez 2,40.4890388725212,-3.36625200624717,B3,http://www.crtm.es,0,,Europe/Madrid,"0
"
CR,2 ,2 _7,par_5_143,143,SOTO DEL HENARES,Paseo de la Democracia 17,40.463542902173,-3.44124824645267,B2,http://www.crtm.es,0,,Europe/Madrid,"0
"
CR,2 ,2 _8,par_5_81,81,TORREJON DE ARDOZ,Paseo   Estación 3,40.454614888402,-3.4797310604898,B2,http://www.crtm.es,0,,Europe/Madrid,"0
"
CR,2 ,2 _10,par_5_22,22,COSLADA,Calle de Luis Braille 8,40.4237445026866,-3.56105002582089,B1,http://www.crtm.es,0,,Europe/Madrid,"1
"
CR,2 ,2 _11,par_5_90,90,VICALVARO,Calle de San Cipriano 85,40.4013272716292,-3.59583931493827,A,http://www.crtm.es,0,,Europe/Madrid,"0
"
CR,2 ,2 _12,par_5_75,75,SANTA EUGENIA,Avda de Santa Eugenia 2,40.3869976228066,-3.60896739767877,A,http://www.crtm.es,0,,Europe/Madrid,"0
"
CR,2 ,2 _13,par_5_87,87,VALLECAS,Avda de la Democracia 1,40.3822212818191,-3.62446330595629,A,http://www.crtm.es,0,,Europe/Madrid,"1
"
CR,2 ,2 _15,par_5_10,10,ASAMBLEA DE MADRID-ENTREVIAS,Calle del Vizconde de Arlessón 45,40.3816811582486,-3.66791743399165,A,http://www.crtm.es,0,,Europe/Madrid,"0
"
CR,2 ,2 _16,par_5_11,11,ATOCHA,Avda de la Ciudad de Barcelona 2 B,40.4066011651398,-3.68921184083959,A,http://www.crtm.es,0,est_90_54,,"2
"
CR,2 ,2 _17,par_5_65,65,RECOLETOS,Paseo de Recoletos 20,40.4234206237613,-3.69076267999387,A,http://www.crtm.es,0,,Europe/Madrid,"0
"
CR,2 ,2 _18,par_5_51,51,NUEVOS MINISTERIOS,Calle de Raimundo Fernández Villaverde 67,40.4466277031815,-3.69225017986236,A,http://www.crtm.es,0,est_90_71,,"2
"
CR,2 ,2 _19,par_5_18,18,CHAMARTIN,Calle de Agustín de Foxá 40,40.4721094623497,-3.68237859937536,A,http://www.crtm.es,0,est_90_25,,"2
"
CR,3 ,3 _1,par_5_8,8,ARANJUEZ,Calle de la Estación 5,40.0348477748241,-3.61821249344168,C1,http://www.crtm.es,0,,Europe/Madrid,"0
"
CR,3 ,3 _2,par_5_19,19,CIEMPOZUELOS,Avda de San Juan de Dios 7,40.1590780625469,-3.60993229369721,B3,http://www.crtm.es,0,,Europe/Madrid,"0
"
CR,3 ,3 _3,par_5_86,86,VALDEMORO,Paseo de la Estación 86,40.1960570665724,-3.66471800184914,B3,http://www.crtm.es,0,,Europe/Madrid,"2
"
CR,3 ,3 _4,par_5_56,56,PINTO,Calle del Ferrocarril 4,40.2428012031304,-3.70364259838166,B2,http://www.crtm.es,0,,Europe/Madrid,"0
"
CR,3 ,3 _5,par_5_35,35,GETAFE INDUSTRIAL,Paseo de John Lennon 15400,40.3054898291899,-3.7075993552501,B1,http://www.crtm.es,0,,Europe/Madrid,"0
"
CR,3 ,3 _7,par_5_70,70,SAN CRISTOBAL INDUSTRIAL,Acces a la Colonia Marconi 11,40.3319230119497,-3.69862254904323,A,http://www.crtm.es,0,,Europe/Madrid,"1
"
CR,3 ,3 _8,par_5_69,69,SAN CRISTOBAL DE LOS ANGELES,Calle de Paterna 17,40.3423722900696,-3.68375397345775,A,http://www.crtm.es,0,,Europe/Madrid,"2
"
CR,3 ,3 _9,par_5_93,93,VILLAVERDE BAJO,Paseo de la Estación 2,40.3526507971254,-3.68389310873579,A,http://www.crtm.es,0,,Europe/Madrid,"2
"
CR,3 ,3 _10,par_5_11,11,ATOCHA,Avda de la Ciudad de Barcelona 2 B,40.4066011651398,-3.68921184083959,A,http://www.crtm.es,0,est_90_54,,"2
"
CR,3 ,3 _11,par_5_122,122,SOL,Plaza de la Puerta del Sol 6,40.4168514100817,-3.70300095436799,A,http://www.crtm.es,0,est_90_58,,"0
"
CR,3 ,3 _12,par_5_51,51,NUEVOS MINISTERIOS,Calle de Raimundo Fernández Villaverde 67,40.4466277031815,-3.69225017986236,A,http://www.crtm.es,0,est_90_71,,"2
"
CR,3 ,3 _13,par_5_18,18,CHAMARTIN,Calle de Agustín de Foxá 40,40.4721094623497,-3.68237859937536,A,http://www.crtm.es,0,est_90_25,,"2
"
CR,3 ,3 _14,par_5_64,64,RAMON Y CAJAL,Calle de San Modesto 50,40.4882522939954,-3.69464819591265,A,http://www.crtm.es,0,,Europe/Madrid,"0
"
CR,3 ,3 _15,par_5_58,58,PITIS,Ctra a la Estación de Pitis 19,40.4951150425976,-3.72575435236588,A,http://www.crtm.es,0,,Europe/Madrid,"1
"
CR,3 ,3 _16,par_5_55,55,PINAR DE LAS ROZAS,Lugar   Estación Ferrocarril El Pinar 1,40.5223060941516,-3.8820657658894,B2,http://www.crtm.es,0,,Europe/Madrid,"0
"
CR,3 ,3 _18,par_5_82,82,TORRELODONES,Plaza de Salvador Sánchez Frascuelo 6,40.574513990894,-3.95644911190209,B3,http://www.crtm.es,0,,Europe/Madrid,"1
"
CR,3 ,3 _19,par_5_33,33,GALAPAGAR-LA NAVATA,Ctra de Galapagar-La Navata 154,40.6001201927881,-3.98176360815813,B3,http://www.crtm.es,0,,Europe/Madrid,"0
"
CR,3 ,3 _20,par_5_91,91,VILLALBA,Plaza de la Estación 1,40.6263702008332,-4.00800585940991,B3,http://www.crtm.es,0,,Europe/Madrid,"1
"
CR,3 ,3 _21,par_5_74,74,SAN YAGO,Avda   Saltos del Sil 1,40.6178702391272,-4.03101363862753,C1,http://www.crtm.es,0,,Europe/Madrid,"0
"
CR,4 ,4 _1,par_5_53,53,PARLA,Calle  Real 81,40.2407799399339,-3.76926846708883,B2,http://www.crtm.es,0,,Europe/Madrid,"2
"
CR,4 ,4 _2,par_5_36,36,GETAFE SECTOR 3,Calle del Cementerio Municipal SN,40.2882594725019,-3.73724253672422,B1,http://www.crtm.es,0,,Europe/Madrid,"2
"
CR,4 ,4 _3,par_5_34,34,GETAFE CENTRO,Calle  Ferrocarril 2,40.3101101574552,-3.73384370824394,B1,http://www.crtm.es,0,,Europe/Madrid,"2
"
CR,4 ,4 _5,par_5_92,92,VILLAVERDE ALTO,Calle del Valle de Tobalina 56,40.3412389095586,-3.71183451015835,A,http://www.crtm.es,0,,Europe/Madrid,"2
"
CR,4 ,4 _6,par_5_93,93,VILLAVERDE BAJO,Paseo de la Estación 2,40.3526507971254,-3.68389310873579,A,http://www.crtm.es,0,,Europe/Madrid,"2
"
CR,4 ,4 _7,par_5_11,11,ATOCHA,Avda de la Ciudad de Barcelona 2 B,40.4066011651398,-3.68921184083959,A,http://www.crtm.es,0,est_90_54,,"2
"
CR,4 ,4 _8,par_5_122,122,SOL,Plaza de la Puerta del Sol 6,40.4168514100817,-3.70300095436799,A,http://www.crtm.es,0,est_90_58,,"0
"
CR,4 ,4 _9,par_5_51,51,NUEVOS MINISTERIOS,Calle de Raimundo Fernández Villaverde 67,40.4466277031815,-3.69225017986236,A,http://www.crtm.es,0,est_90_71,,"2
"
CR,4 ,4 _10,par_5_18,18,CHAMARTIN,Calle de Agustín de Foxá 40,40.4721094623497,-3.68237859937536,A,http://www.crtm.es,0,est_90_25,,"2
"
CR,4 ,4 _11,par_5_31,31,FUENCARRAL,Calle de Antonio de Cabezón 10,40.5015691134975,-3.68225218377436,A,http://www.crtm.es,0,,Europe/Madrid,"2
"
CR,4 ,4 _12,par_5_15,15,CANTOBLANCO UNIVERSIDAD,Calle de Freud 3,40.5437936933619,-3.70025235112853,B1,http://www.crtm.es,0,,Europe/Madrid,"2
"
CR,5 ,5 _1,par_5_49,49,MOSTOLES EL SOTO,Calle   Granada 17,40.3309024566344,-3.88224085064992,B2,http://www.crtm.es,0,,Europe/Madrid,"0
"
CR,5 ,5 _2,par_5_48,48,MOSTOLES,Paseo de la Estación 13,40.3285131038066,-3.86339907310142,B2,http://www.crtm.es,0,,Europe/Madrid,"1
"
CR,5 ,5 _4,par_5_5,5,ALCORCON,Avda de Móstoles 12,40.3500882086698,-3.83163400931515,B1,http://www.crtm.es,0,,Europe/Madrid,"1
"
CR,5 ,5 _5,par_5_72,72,SAN JOSE DE VALDERAS,Calle de Sahagún 36,40.3565433759808,-3.81579179255598,B1,http://www.crtm.es,0,,Europe/Madrid,"0
"
CR,5 ,5 _6,par_5_24,24,CUATRO VIENTOS,Paseo de Extremadura 567 A,40.3777131916194,-3.79134448595795,A,http://www.crtm.es,0,,Europe/Madrid,"1
"
CR,5 ,5 _8,par_5_30,30,FANJUL,Avda del General Fanjul 27,40.3836601949576,-3.76847643392453,A,http://www.crtm.es,0,,Europe/Madrid,"0
"
CR,5 ,5 _9,par_5_7,7,ALUCHE,Calle de Valmojado 293,40.385639846032,-3.76065253976074,A,http://www.crtm.es,0,est_90_1,,"0
"
CR,5 ,5 _10,par_5_40,40,LAGUNA,Calle de Cuart de Poblet 1,40.3991887229175,-3.74413102406784,A,http://www.crtm.es,0,,Europe/Madrid,"0
"
CR,5 ,5 _11,par_5_28,28,EMBAJADORES,Gta de Embajadores 1,40.4051335849373,-3.70253726435191,A,http://www.crtm.es,0,,Europe/Madrid,"1
"
CR,5 ,5 _12,par_5_11,11,ATOCHA,Avda de la Ciudad de Barcelona 2 B,40.4066011651398,-3.68921184083959,A,http://www.crtm.es,0,est_90_54,,"2
"
CR,5 ,5 _13,par_5_46,46,MENDEZ ALVARO,Calle del Ombu 16,40.3953883033481,-3.67798602503064,A,http://www.crtm.es,0,est_90_13,,"1
"
CR,5 ,5 _14,par_5_26,26,DOCE DE OCTUBRE,Avda de Córdoba 39,40.3789688238609,-3.69851928058378,A,http://www.crtm.es,0,,Europe/Madrid,"0
"
CR,5 ,5 _15,par_5_52,52,ORCASITAS,Calle de Campotejar 24,40.3669156270104,-3.70431923112543,A,http://www.crtm.es,0,,Europe/Madrid,"0
"
CR,5 ,5 _16,par_5_62,62,PUENTE ALCOCER,Calle de Alcocer 54,40.350298433469,-3.70506479207328,A,http://www.crtm.es,0,,Europe/Madrid,"0
"
CR,5 ,5 _17,par_5_92,92,VILLAVERDE ALTO,Calle del Valle de Tobalina 56,40.3412389095586,-3.71183451015835,A,http://www.crtm.es,0,,Europe/Madrid,"2
"
CR,5 ,5 _18,par_5_95,95,ZARZAQUEMADA,Avda   Europa 14,40.3408651674076,-3.74821098376834,B1,http://www.crtm.es,0,,Europe/Madrid,"1
"
CR,5 ,5 _19,par_5_41,41,LEGANES,Calle  Virgen del Camino 1,40.3289921512769,-3.77138744820868,B1,http://www.crtm.es,0,,Europe/Madrid,"1
"
CR,5 ,5 _20,par_5_105,105,PARQUE POLVORANCA,Calle   Alcalde Francisco Moreno Menéndez 4,40.3125159337883,-3.78325102527616,B1,http://www.crtm.es,0,,Europe/Madrid,"1
"
CR,5 ,5 _22,par_5_32,32,FUENLABRADA,Plaza  Constitución 1,40.2826888663979,-3.79876380807025,B2,http://www.crtm.es,0,,Europe/Madrid,"1
"
CR,5 ,5 _23,par_5_104,104,HUMANES,Calle   Cenicientos 26,40.2556605065454,-3.82837195835634,B3,http://www.crtm.es,0,,Europe/Madrid,"1
"
CR,7 ,7 _1,par_5_2,2,ALCALÁ DE HENARES,Calle   Pedro Lainez 2,40.4890388725212,-3.36625200624717,B3,http://www.crtm.es,0,,Europe/Madrid,"0
"
CR,7 ,7 _3,par_5_143,143,SOTO DEL HENARES,Paseo de la Democracia 17,40.463542902173,-3.44124824645267,B2,http://www.crtm.es,0,,Europe/Madrid,"0
"
CR,7 ,7 _4,par_5_81,81,TORREJON DE ARDOZ,Paseo   Estación 3,40.454614888402,-3.4797310604898,B2,http://www.crtm.es,0,,Europe/Madrid,"0
"
CR,7 ,7 _6,par_5_22,22,COSLADA,Calle de Luis Braille 8,40.4237445026866,-3.56105002582089,B1,http://www.crtm.es,0,,Europe/Madrid,"1
"
CR,7 ,7 _7,par_5_90,90,VICALVARO,Calle de San Cipriano 85,40.4013272716292,-3.59583931493827,A,http://www.crtm.es,0,,Europe/Madrid,"0
"
CR,7 ,7 _8,par_5_75,75,SANTA EUGENIA,Avda de Santa Eugenia 2,40.3869976228066,-3.60896739767877,A,http://www.crtm.es,0,,Europe/Madrid,"0
"
CR,7 ,7 _9,par_5_87,87,VALLECAS,Avda de la Democracia 1,40.3822212818191,-3.62446330595629,A,http://www.crtm.es,0,,Europe/Madrid,"1
"
CR,7 ,7 _11,par_5_10,10,ASAMBLEA DE MADRID-ENTREVIAS,Calle del Vizconde de Arlessón 45,40.3816811582486,-3.66791743399165,A,http://www.crtm.es,0,,Europe/Madrid,"0
"
CR,7 ,7 _12,par_5_11,11,ATOCHA,Avda de la Ciudad de Barcelona 2 B,40.4066011651398,-3.68921184083959,A,http://www.crtm.es,0,est_90_54,,"2
"
CR,7 ,7 _13,par_5_65,65,RECOLETOS,Paseo de Recoletos 20,40.4234206237613,-3.69076267999387,A,http://www.crtm.es,0,,Europe/Madrid,"0
"
CR,7 ,7 _14,par_5_51,51,NUEVOS MINISTERIOS,Calle de Raimundo Fernández Villaverde 67,40.4466277031815,-3.69225017986236,A,http://www.crtm.es,0,est_90_71,,"2
"
CR,7 ,7 _15,par_5_18,18,CHAMARTIN,Calle de Agustín de Foxá 40,40.4721094623497,-3.68237859937536,A,http://www.crtm.es,0,est_90_25,,"2
"
CR,7 ,7 _16,par_5_64,64,RAMON Y CAJAL,Calle de San Modesto 50,40.4882522939954,-3.69464819591265,A,http://www.crtm.es,0,,Europe/Madrid,"0
"
CR,7 ,7 _17,par_5_58,58,PITIS,Ctra a la Estación de Pitis 19,40.4951150425976,-3.72575435236588,A,http://www.crtm.es,0,,Europe/Madrid,"1
"
CR,7 ,7 _19,par_5_42,42,MAJADAHONDA,Cmno   Estación del Plantío 6,40.4742852339637,-3.84525619878252,B2,http://www.crtm.es,0,,Europe/Madrid,"1
"
CR,7 ,7 _21,par_5_60,60,POZUELO,Calle   Estación 2,40.4472743567471,-3.80002515742272,B1,http://www.crtm.es,0,,Europe/Madrid,"0
"
CR,7 ,7 _22,par_5_9,9,ARAVACA,Calle de la Golondrina 104,40.4483360938325,-3.78576906207162,A,http://www.crtm.es,0,,Europe/Madrid,"1
"
CR,7 ,7 _23,par_5_61,61,PRINCIPE PIO,Paseo de la Florida 2,40.4210790188043,-3.72017231064503,A,http://www.crtm.es,0,est_90_18,,"0
"
CR,7 ,7 _24,par_5_57,57,PIRAMIDES,Paseo del Doctor Vallejo Nágera 37,40.4026028948529,-3.71124315951466,A,http://www.crtm.es,0,,Europe/Madrid,"1
"
CR,7 ,7 _25,par_5_25,25,DELICIAS,Calle de Ramírez de Prado 3 B,40.400382320912,-3.69267182175509,A,http://www.crtm.es,0,,Europe/Madrid,"1
"
CR,7 ,7 _26,par_5_46,46,MENDEZ ALVARO,Calle del Ombu 16,40.3953883033481,-3.67798602503064,A,http://www.crtm.es,0,est_90_13,,"1
"
CR,7 ,7 _27,par_5_11,11,ATOCHA,Avda de la Ciudad de Barcelona 2 B,40.4066011651398,-3.68921184083959,A,http://www.crtm.es,0,est_90_54,,"2
"
CR,7 ,7 _28,par_5_65,65,RECOLETOS,Paseo de Recoletos 20,40.4234206237613,-3.69076267999387,A,http://www.crtm.es,0,,Europe/Madrid,"0
"
CR,7 ,7 _29,par_5_51,51,NUEVOS MINISTERIOS,Calle de Raimundo Fernández Villaverde 67,40.4466277031815,-3.69225017986236,A,http://www.crtm.es,0,est_90_71,,"2
"
CR,7 ,7 _30,par_5_18,18,CHAMARTIN,Calle de Agustín de Foxá 40,40.4721094623497,-3.68237859937536,A,http://www.crtm.es,0,est_90_25,,"2
"
CR,7 ,7 _31,par_5_133,133,FUENTE DE LA MORA,Calle de Dulce Chacón 15,40.4847551076476,-3.66273198940419,A,http://www.crtm.es,0,,Europe/Madrid,"2
"
CR,8 ,8 _1,par_5_11,11,ATOCHA,Avda de la Ciudad de Barcelona 2 B,40.4066011651398,-3.68921184083959,A,http://www.crtm.es,0,est_90_54,,"2
"
CR,8 ,8 _2,par_5_65,65,RECOLETOS,Paseo de Recoletos 20,40.4234206237613,-3.69076267999387,A,http://www.crtm.es,0,,Europe/Madrid,"0
"
CR,8 ,8 _3,par_5_51,51,NUEVOS MINISTERIOS,Calle de Raimundo Fernández Villaverde 67,40.4466277031815,-3.69225017986236,A,http://www.crtm.es,0,est_90_71,,"2
"
CR,8 ,8 _4,par_5_18,18,CHAMARTIN,Calle de Agustín de Foxá 40,40.4721094623497,-3.68237859937536,A,http://www.crtm.es,0,est_90_25,,"2
"
CR,8 ,8 _5,par_5_64,64,RAMON Y CAJAL,Calle de San Modesto 50,40.4882522939954,-3.69464819591265,A,http://www.crtm.es,0,,Europe/Madrid,"0
"
CR,8 ,8 _6,par_5_58,58,PITIS,Ctra a la Estación de Pitis 19,40.4951150425976,-3.72575435236588,A,http://www.crtm.es,0,,Europe/Madrid,"1
"
CR,8 ,8 _7,par_5_55,55,PINAR DE LAS ROZAS,Lugar   Estación Ferrocarril El Pinar 1,40.5223060941516,-3.8820657658894,B2,http://www.crtm.es,0,,Europe/Madrid,"0
"
CR,8 ,8 _9,par_5_82,82,TORRELODONES,Plaza de Salvador Sánchez Frascuelo 6,40.574513990894,-3.95644911190209,B3,http://www.crtm.es,0,,Europe/Madrid,"1
"
CR,8 ,8 _10,par_5_33,33,GALAPAGAR-LA NAVATA,Ctra de Galapagar-La Navata 154,40.6001201927881,-3.98176360815813,B3,http://www.crtm.es,0,,Europe/Madrid,"0
"
CR,8 ,8 _11,par_5_91,91,VILLALBA,Plaza de la Estación 1,40.6263702008332,-4.00800585940991,B3,http://www.crtm.es,0,,Europe/Madrid,"1
"
