pub,authors
"{""container"":""CHI Extended Abstracts"",""year"":""2012"",""custom_id"":""conf/chi/TomlinsonRABPCMNLPTCOSSPSMFMKBCSBGNHBS12"",""type"":""inproceedings"",""title"":""Massively distributed authorship of academic papers.""}","[{""name"":""Syavash Nobarany""},{""name"":""Marco Lazzari""},{""name"":""Martin Mahaux""},{""name"":""Gary M. Olson""},{""name"":""Joel Ross""},{""name"":""Jeff Huang""},{""name"":""Bill Tomlinson""},{""name"":""M. Six Silberman""},{""name"":""Andrew Torrance""},{""name"":""Birgit Penzenstadler""},{""name"":""Nilufar Baghaei""},{""name"":""Craig Saper""},{""name"":""David Callele""},{""name"":""Johanna Brewer""},{""name"":""Albert Ali Salah""},{""name"":""Nitesh Goyal""},{""name"":""Eric Baumer""},{""name"":""Marcus Stnder""},{""name"":""Pirjo Nkki""},{""name"":""Fabio Romancini Palamedi""},{""name"":""Paul Andre""},{""name"":""Rebecca W. Black""},{""name"":""Florian Mueller 0001""},{""name"":""Joseph Kaye""},{""name"":""Joseph Corneli""},{""name"":""Marisa Leavitt Cohn""},{""name"":""Eric Morrill""},{""name"":""Patrick C. Shih""},{""name"":""Donald J. Patterson""},{""name"":""Xavier Franch""}]"
