Date,2016T4,2016T3,2016T2,2016T1,2015T4,2015T3,2015T2,2015T1,2014T4,2014T3,2014T2,2014T1,2013T4,2013T3,2013T2,2013T1,2012T4,2012T3,2012T2,2012T1,2011T4,2011T3,2011T2,2011T1,2010T4,2010T3,2010T2,2010T1,2009T4,2009T3,2009T2,2009T1,2008T4,2008T3,2008T2,2008T1,2007T4,2007T3,2007T2,2007T1,2006T4,2006T3,2006T2,2006T1,2005T4,2005T3,2005T2,2005T1,2004T4,2004T3,2004T2,2004T1,2003T4,2003T3,2003T2,2003T1,2002T4,2002T3,2002T2,2002T1
Data,18.63,18.91,20,21,20.9,21.18,22.37,23.78,23.7,23.67,24.47,25.93,25.73,25.65,26.06,26.94,25.77,24.79,24.4,24.19,22.56,21.28,20.64,21.08,20.11,19.59,19.89,19.84,18.66,17.75,17.77,17.24,13.79,11.23,10.36,9.6,8.57,8.01,7.93,8.42,8.26,8.08,8.44,9.03,8.71,8.41,9.32,10.17,10.53,10.74,11.09,11.5,11.37,11.3,11.28,11.99,11.61,11.49,11.15,11.55
