Lito,Depth,BVTX,AVTX,RxoRt,CILD,RLL3,SP,RILD,RILM,DCAL,RHOB,RHOC,DPOR,CNLS,GR,MCAL,MI,MN,DT,ITT,SPOR
NA,2771.0000,0.0000,0.0000,-8.5172,370.6133,3.1764,-31.7862,2.6982,2.7813,8.0924,2.4565,0.0449,14.8246,24.5350,79.3190,-999.2500,-999.2500,-999.2500,97.3979,0.0000,35.2177
NA,2771.5000,0.0000,0.0000,-8.4905,376.1452,3.3609,-32.3028,2.6585,2.7197,8.0928,2.4428,0.0424,15.6254,25.5784,83.8399,-999.2500,-999.2500,-999.2500,97.6966,0.0000,35.4290
NA,2772.0000,0.0000,0.0000,-9.3126,389.8152,3.3757,-33.0791,2.5653,2.6382,8.0934,2.4268,0.0421,16.5623,27.0769,85.4161,-999.2500,-999.2500,-999.2500,98.1491,0.0000,35.7490
NA,2772.5000,0.0000,0.0000,-9.9708,406.2151,3.2697,-33.9262,2.4618,2.5541,8.0944,2.4106,0.0477,17.5099,27.7315,84.5615,-999.2500,-999.2500,-999.2500,98.8113,0.0000,36.2173
NA,2773.0000,0.0000,0.0000,-10.2503,418.9093,3.0023,-34.6385,2.3872,2.4906,8.0961,2.4005,0.0602,18.0999,29.0802,84.5239,-999.2500,-999.2500,-999.2500,99.2524,0.0000,36.5293
NA,2773.5000,0.0000,0.0000,-11.0744,427.0292,2.7072,-35.0544,2.3418,2.4526,8.1090,2.4010,0.0742,18.0686,33.3791,84.9601,-999.2500,-999.2500,-999.2500,99.0510,1.0000,36.3868
NA,2774.0000,0.0000,0.0000,-13.3863,439.1070,3.0443,-35.1170,2.2773,2.4072,8.1488,2.4046,0.0808,17.8606,38.4296,83.6645,-999.2500,-999.2500,-999.2500,98.5963,1.0000,36.0652
NA,2774.5000,0.0000,0.0000,-16.4703,464.5958,3.8243,-34.9056,2.1524,2.3018,8.1913,2.3916,0.0786,18.6188,39.9476,81.4569,-999.2500,-999.2500,-999.2500,99.1908,0.0000,36.4857
NA,2775.0000,0.0000,0.0000,-18.3232,503.5679,3.7932,-34.5999,1.9858,2.1258,8.2136,2.3516,0.0798,20.9615,36.7443,85.5726,-999.2500,-999.2500,-999.2500,102.1502,0.0000,38.5787
NA,2775.5000,0.0000,0.0000,-17.6164,546.2538,2.7846,-34.3907,1.8307,1.9305,8.3396,2.3030,0.0988,23.8036,32.5512,97.6846,-999.2500,-999.2500,-999.2500,107.5785,0.0000,42.4176
NA,2776.0000,0.0000,0.0000,-15.0722,581.7410,2.1605,-34.3955,1.7190,1.7725,8.6350,2.2702,0.1306,25.7188,31.8395,107.6538,-999.2500,-999.2500,-999.2500,113.8895,0.0000,46.8808
NA,2776.5000,0.0000,0.0000,-12.9744,607.2682,2.0423,-34.6257,1.6467,1.6728,8.7999,2.2566,0.1560,26.5172,33.1987,109.8438,-999.2500,-999.2500,-999.2500,118.6895,0.0000,50.2755
NA,2777.0000,0.0000,0.0000,-13.0751,628.5083,2.1010,-35.0024,1.5911,1.6228,8.7518,2.2545,0.1627,26.6398,33.8983,107.1187,-999.2500,-999.2500,-999.2500,120.4017,0.0000,51.4864
NA,2777.5000,0.0000,0.0000,-15.2861,650.9698,2.2036,-35.3951,1.5362,1.6018,8.6664,2.2614,0.1526,26.2341,35.5275,104.1900,-999.2500,-999.2500,-999.2500,119.2052,0.0000,50.6402
NA,2778.0000,0.0000,0.0000,-18.2771,672.2250,2.3758,-35.6716,1.4876,1.5899,8.5888,2.2797,0.1343,25.1627,38.0487,101.3896,-999.2500,-999.2500,-999.2500,116.5522,0.0000,48.7640
NA,2778.5000,0.0000,0.0000,-20.5307,682.8349,2.5749,-35.7501,1.4645,1.5766,8.2998,2.3075,0.1160,23.5362,39.0098,95.6402,-999.2500,-999.2500,-999.2500,113.9544,0.0000,46.9267
NA,2779.0000,0.0000,0.0000,-21.2384,676.8954,2.6380,-35.6316,1.4773,1.5642,7.9820,2.3357,0.1037,21.8885,38.6826,87.3279,-999.2500,-999.2500,-999.2500,112.1752,0.0000,45.6684
NA,2779.5000,0.0000,0.0000,-20.7950,661.3810,2.5465,-35.3814,1.5120,1.5608,7.8978,2.3546,0.0998,20.7821,38.3983,81.5221,-999.2500,-999.2500,-999.2500,111.2129,0.0000,44.9879
NA,2780.0000,0.0000,0.0000,-19.9737,645.4692,2.5797,-35.0724,1.5493,1.5693,7.8614,2.3616,0.1016,20.3760,37.8908,81.1559,-999.2500,-999.2500,-999.2500,110.7047,0.0000,44.6285
NA,2780.5000,0.0000,0.0000,-19.0407,630.6330,2.6306,-34.7449,1.5857,1.5869,7.8139,2.3617,0.1052,20.3664,36.9646,84.8708,-999.2500,-999.2500,-999.2500,110.3186,0.0000,44.3554
NA,2781.0000,0.0000,0.0000,-18.2054,618.5462,2.5611,-34.4147,1.6167,1.6125,7.8049,2.3634,0.1086,20.2688,34.9538,89.8801,-999.2500,-999.2500,-999.2500,109.9142,0.0000,44.0694
NA,2781.5000,0.0000,0.0000,-17.7358,610.1750,2.5267,-34.1057,1.6389,1.6527,7.8465,2.3701,0.1097,19.8750,32.2633,93.3995,-999.2500,-999.2500,-999.2500,109.4067,0.0000,43.7106
NA,2782.0000,0.0000,0.0000,-17.6578,601.0930,2.5663,-33.8594,1.6636,1.7184,7.9128,2.3785,0.1039,19.3842,31.0286,93.6063,-999.2500,-999.2500,-999.2500,108.5275,0.0000,43.0887
NA,2782.5000,0.0000,0.0000,-18.0471,587.0441,2.6178,-33.7087,1.7034,1.8169,7.9106,2.3854,0.0905,18.9842,31.5922,91.8899,-999.2500,-999.2500,-999.2500,106.8335,1.0000,41.8907
NA,2783.0000,0.0000,0.0000,-19.2105,567.7326,2.7003,-33.6516,1.7614,1.9485,7.8979,2.3937,0.0753,18.4964,33.4738,89.5705,-999.2500,-999.2500,-999.2500,104.0499,1.0000,39.9221
NA,2783.5000,0.0000,0.0000,-21.1912,545.6716,2.9053,-33.6553,1.8326,2.1010,7.8972,2.4088,0.0653,17.6151,34.8598,85.7843,-999.2500,-999.2500,-999.2500,100.4617,0.0000,37.3845
NA,2784.0000,0.0000,0.0000,-23.3141,526.6223,3.5548,-33.6881,1.8989,2.2389,7.8977,2.4279,0.0619,16.4964,34.2072,81.1151,-999.2500,-999.2500,-999.2500,97.0384,0.0000,34.9635
NA,2784.5000,0.0000,0.0000,-24.5073,517.8637,4.3112,-33.7427,1.9310,2.3009,7.8981,2.4361,0.0616,16.0191,33.2748,82.4266,-999.2500,-999.2500,-999.2500,95.2069,0.0000,33.6683
NA,2785.0000,0.0000,0.0000,-23.9760,522.7675,3.9615,-33.8346,1.9129,2.2413,7.8969,2.4146,0.0617,17.2733,32.9176,89.5538,-999.2500,-999.2500,-999.2500,96.3468,0.0000,34.4744
NA,2785.5000,0.0000,0.0000,-21.6248,538.5399,3.1664,-33.9839,1.8569,2.0836,7.8975,2.3600,0.0653,20.4674,32.3604,91.7580,-999.2500,-999.2500,-999.2500,101.0213,0.0000,37.7803
NA,2786.0000,0.0000,0.0000,-18.1469,558.2021,2.7242,-34.2028,1.7915,1.9030,7.9168,2.2933,0.0778,24.3696,31.8464,86.8763,-999.2500,-999.2500,-999.2500,108.1721,0.0000,42.8374
NA,2786.5000,0.0000,0.0000,-15.0220,574.0263,2.3412,-34.4992,1.7421,1.7679,8.0228,2.2453,0.0988,27.1735,31.5011,81.0828,-999.2500,-999.2500,-999.2500,115.0682,0.0000,47.7144
NA,2787.0000,0.0000,0.0000,-14.4788,579.8885,2.0276,-34.8833,1.7245,1.7169,8.2864,2.2353,0.1175,27.7608,30.1667,81.4794,-999.2500,-999.2500,-999.2500,118.5193,0.0000,50.1551
NA,2787.5000,0.0000,0.0000,-18.1888,573.1220,2.0418,-35.3603,1.7448,1.7669,8.4241,2.2652,0.1207,26.0101,28.2248,89.2675,-999.2500,-999.2500,-999.2500,116.6961,0.0000,48.8657
NA,2788.0000,0.0000,0.0000,-24.8953,557.4641,2.9003,-35.9079,1.7938,1.9171,8.2650,2.3246,0.1048,22.5392,27.3037,95.5001,-999.2500,-999.2500,-999.2500,110.3266,0.0000,44.3611
NA,2788.5000,1.0000,0.0000,-31.1790,539.6810,4.6467,-36.4586,1.8529,2.1426,7.9806,2.3905,0.0781,18.6839,28.5948,92.4236,-999.2500,-999.2500,-999.2500,102.3886,0.0000,38.7472
NA,2789.0000,0.0000,0.0000,-34.1664,520.2314,5.6811,-36.9082,1.9222,2.3900,7.8605,2.4341,0.0525,16.1334,32.2105,85.1987,-999.2500,-999.2500,-999.2500,96.2780,0.0000,34.4257
NA,2789.5000,0.0000,0.0000,-32.5950,492.7675,5.3192,-37.1563,2.0294,2.6037,7.8477,2.4451,0.0364,15.4930,34.8712,82.1333,-999.2500,-999.2500,-999.2500,93.7501,0.0000,32.6380
NA,2790.0000,0.0000,0.0000,-27.0850,453.8291,4.2341,-37.1554,2.2035,2.7607,7.8499,2.4389,0.0323,15.8561,33.4376,83.2579,-999.2500,-999.2500,-999.2500,94.3419,0.0000,33.0565
NA,2790.5000,0.0000,0.0000,-20.0071,410.5036,3.6044,-36.9352,2.4360,2.8646,7.8658,2.4311,0.0373,16.3128,31.2870,85.0922,-999.2500,-999.2500,-999.2500,96.5002,0.0000,34.5829
NA,2791.0000,0.0000,0.0000,-14.1031,376.7653,3.6847,-36.5860,2.6542,2.9106,7.8888,2.4226,0.0465,16.8084,31.8811,86.1487,-999.2500,-999.2500,-999.2500,99.0114,0.0000,36.3588
NA,2791.5000,0.0000,0.0000,-10.5440,362.0717,3.9168,-36.2116,2.7619,2.8854,7.8951,2.4092,0.0574,17.5908,33.6189,85.0293,-999.2500,-999.2500,-999.2500,101.4204,0.0000,38.0625
NA,2792.0000,0.0000,0.0000,-8.8410,365.2626,3.5059,-35.8862,2.7378,2.8047,7.8948,2.3962,0.0729,18.3524,34.5666,86.9979,-999.2500,-999.2500,-999.2500,103.5010,0.0000,39.5340
NA,2792.5000,0.0000,0.0000,-8.4039,377.2944,2.9076,-35.6418,2.6504,2.7185,7.8960,2.3961,0.0931,18.3566,35.1902,96.1648,-999.2500,-999.2500,-999.2500,104.8105,1.0000,40.4601
NA,2793.0000,0.0000,0.0000,-9.2691,389.1033,2.9092,-35.4864,2.5700,2.6691,7.8948,2.4119,0.1087,17.4347,34.8311,102.5288,-999.2500,-999.2500,-999.2500,104.9356,0.0000,40.5485
NA,2793.5000,0.0000,0.0000,-11.0744,396.9551,3.3793,-35.4270,2.5192,2.6620,7.8732,2.4307,0.1086,16.3352,32.3741,99.1613,-999.2500,-999.2500,-999.2500,103.9783,0.0000,39.8715
NA,2794.0000,0.0000,0.0000,-12.7174,401.7337,3.7921,-35.4729,2.4892,2.6770,7.8535,2.4356,0.0918,16.0495,29.2070,90.7177,-999.2500,-999.2500,-999.2500,102.6008,0.0000,38.8973
NA,2794.5000,0.0000,0.0000,-13.4685,405.0147,3.5805,-35.6186,2.4690,2.6935,7.8501,2.4217,0.0690,16.8613,26.9604,85.2279,-999.2500,-999.2500,-999.2500,101.5866,0.0000,38.1801
NA,2795.0000,0.0000,0.0000,-13.4992,407.1885,3.2562,-35.8306,2.4559,2.6988,7.8485,2.4008,0.0537,18.0809,26.6320,85.1837,-999.2500,-999.2500,-999.2500,101.4170,0.0000,38.0601
NA,2795.5000,0.0000,0.0000,-13.2355,409.2399,3.4595,-36.0569,2.4436,2.6767,7.8412,2.3873,0.0525,18.8724,27.6900,84.8685,-999.2500,-999.2500,-999.2500,102.2189,0.0000,38.6272
NA,2796.0000,0.0000,0.0000,-12.5935,413.1402,3.6657,-36.2587,2.4205,2.6123,7.8306,2.3837,0.0641,19.0843,27.0986,83.3942,-999.2500,-999.2500,-999.2500,103.8678,0.0000,39.7933
NA,2796.5000,0.0000,0.0000,-11.2279,418.5064,3.3063,-36.4378,2.3894,2.5181,7.8390,2.3832,0.0819,19.1084,24.5548,82.0447,-999.2500,-999.2500,-999.2500,105.9185,0.0000,41.2436
NA,2797.0000,0.0000,0.0000,-9.4900,421.3971,2.7423,-36.6419,2.3731,2.4382,7.8917,2.3820,0.0968,19.1841,23.1650,79.9706,-999.2500,-999.2500,-999.2500,107.5652,0.0000,42.4082
NA,2797.5000,0.0000,0.0000,-8.6787,418.8849,2.5553,-36.9404,2.3873,2.4136,7.9565,2.3820,0.1000,19.1804,23.2570,76.8066,-999.2500,-999.2500,-999.2500,107.9686,0.0000,42.6935
NA,2798.0000,0.0000,0.0000,-9.7194,412.9131,2.9310,-37.3750,2.4218,2.4565,7.9506,2.3865,0.0883,18.9177,23.4831,72.4902,-999.2500,-999.2500,-999.2500,106.7903,0.0000,41.8602
NA,2798.5000,0.0000,0.0000,-12.0503,407.7215,3.4586,-37.9052,2.4527,2.5503,7.9286,2.3970,0.0682,18.3061,24.4864,66.8500,-999.2500,-999.2500,-999.2500,104.4701,0.0000,40.2193
NA,2799.0000,0.0000,0.0000,-14.3742,405.2362,3.7198,-38.3872,2.4677,2.6644,7.9163,2.4140,0.0511,17.3114,27.3258,62.6419,-999.2500,-999.2500,-999.2500,101.9572,0.0000,38.4421
NA,2799.5000,0.0000,0.0000,-15.6310,403.3210,3.8855,-38.6222,2.4794,2.7709,7.9389,2.4347,0.0435,16.0974,30.8296,63.4949,-999.2500,-999.2500,-999.2500,100.0832,0.0000,37.1168
NA,2800.0000,0.0000,0.0000,-15.3095,398.5380,3.8805,-38.4662,2.5092,2.8504,7.9795,2.4527,0.0427,15.0485,33.4595,66.1162,-999.2500,-999.2500,-999.2500,99.1681,0.0000,36.4697
NA,2800.5000,0.0000,0.0000,-13.6090,390.9046,3.6757,-37.9265,2.5582,2.8903,8.0016,2.4631,0.0432,14.4382,35.6843,67.2594,-999.2500,-999.2500,-999.2500,99.1199,0.0000,36.4356
NA,2801.0000,0.0000,0.0000,-11.2727,383.7313,3.5066,-37.1696,2.6060,2.8865,8.0258,2.4660,0.0428,14.2703,36.9978,68.5839,-999.2500,-999.2500,-999.2500,99.6840,0.0000,36.8345
NA,2801.5000,0.0000,0.0000,-9.1592,379.8716,3.2392,-36.4315,2.6325,2.8493,8.0743,2.4624,0.0415,14.4780,36.4711,70.9535,-999.2500,-999.2500,-999.2500,100.5726,0.0000,37.4629
NA,2802.0000,0.0000,0.0000,-7.9909,380.8912,3.0676,-35.9021,2.6254,2.7969,8.1207,2.4536,0.0397,14.9958,35.6763,72.5088,-999.2500,-999.2500,-999.2500,101.5293,1.0000,38.1396
NA,2802.5000,0.0000,0.0000,-8.0899,387.5262,3.1329,-35.6542,2.5805,2.7411,8.1308,2.4425,0.0372,15.6444,36.0963,71.7050,-999.2500,-999.2500,-999.2500,102.3560,1.0000,38.7242
NA,2803.0000,0.0000,0.0000,-9.1780,399.0787,3.1802,-35.6391,2.5058,2.6818,8.0639,2.4332,0.0341,16.1856,36.3855,69.9722,-999.2500,-999.2500,-999.2500,102.8911,0.0000,39.1026
NA,2803.5000,0.0000,0.0000,-10.6523,413.7051,3.1820,-35.7276,2.4172,2.6139,7.9450,2.4278,0.0322,16.5005,35.0641,70.8204,-999.2500,-999.2500,-999.2500,103.0140,0.0000,39.1895
NA,2804.0000,0.0000,0.0000,-11.8696,428.2501,3.2309,-35.7719,2.3351,2.5376,7.8848,2.4265,0.0338,16.5761,33.2652,74.2911,-999.2500,-999.2500,-999.2500,102.7134,0.0000,38.9769
NA,2804.5000,0.0000,0.0000,-12.2851,438.2867,3.1867,-35.6759,2.2816,2.4621,7.8583,2.4296,0.0396,16.3988,31.9748,72.7696,-999.2500,-999.2500,-999.2500,102.1923,0.0000,38.6084
NA,2805.0000,0.0000,1.0000,-11.8185,441.7746,3.0332,-35.4429,2.2636,2.4034,7.8544,2.4351,0.0479,16.0771,31.6948,64.4679,-999.2500,-999.2500,-999.2500,101.8519,0.0000,38.3677
NA,2805.5000,0.0000,0.0000,-10.8936,439.3984,2.9930,-35.1760,2.2758,2.3795,7.8680,2.4374,0.0566,15.9410,32.6720,59.8671,-999.2500,-999.2500,-999.2500,101.9512,0.0000,38.4379
NA,2806.0000,0.0000,0.0000,-10.1276,430.0451,2.9036,-35.0227,2.3253,2.4079,7.8744,2.4344,0.0659,16.1154,32.6686,64.2318,-999.2500,-999.2500,-999.2500,102.2016,0.0000,38.6150
NA,2806.5000,0.0000,0.0000,-10.3862,413.0345,2.7430,-35.0977,2.4211,2.5015,7.8815,2.4331,0.0757,16.1942,30.9885,69.8896,-999.2500,-999.2500,-999.2500,101.9032,0.0000,38.4039
NA,2807.0000,0.0000,0.0000,-12.1920,392.0787,3.0812,-35.4288,2.5505,2.6623,7.9270,2.4399,0.0812,15.7934,29.3496,69.8552,-999.2500,-999.2500,-999.2500,100.5899,0.0000,37.4751
NA,2807.5000,0.0000,0.0000,-14.5577,370.6397,4.1176,-35.9490,2.6980,2.8750,7.9492,2.4524,0.0766,15.0663,27.3821,67.0391,-999.2500,-999.2500,-999.2500,98.5048,0.0000,36.0005
NA,2808.0000,0.0000,0.0000,-15.6731,349.1704,4.8047,-36.5325,2.8639,3.1092,7.9274,2.4625,0.0640,14.4711,25.4997,65.5995,-999.2500,-999.2500,-999.2500,96.5093,0.0000,34.5894
NA,2808.5000,0.0000,0.0000,-14.5686,327.9671,4.7875,-37.0530,3.0491,3.3273,7.9185,2.4646,0.0514,14.3483,24.8151,65.2336,-999.2500,-999.2500,-999.2500,95.5101,0.0000,33.8827
NA,2809.0000,0.0000,0.0000,-11.5409,308.3145,4.4771,-37.4327,3.2434,3.4919,7.9175,2.4577,0.0432,14.7551,24.9229,66.2456,-999.2500,-999.2500,-999.2500,95.8343,0.0000,34.1120
NA,2809.5000,0.0000,0.0000,-7.7957,293.5006,4.0926,-37.6630,3.4071,3.5631,7.9168,2.4430,0.0382,15.6162,25.5825,69.2621,-999.2500,-999.2500,-999.2500,97.1587,0.0000,35.0486
NA,2810.0000,0.0000,0.0000,-4.8875,289.6803,3.9020,-37.7856,3.4521,3.5044,7.9498,2.4201,0.0347,16.9523,27.3836,74.8051,-999.2500,-999.2500,-999.2500,99.0021,0.0000,36.3523
NA,2810.5000,0.0000,0.0000,-3.5664,301.5069,3.7577,-37.8488,3.3167,3.3043,7.9977,2.3891,0.0358,18.7636,30.0517,80.6625,-999.2500,-999.2500,-999.2500,101.1079,0.0000,37.8415
NA,2811.0000,0.0000,0.0000,-3.1993,327.7386,3.4496,-37.8605,3.0512,2.9985,8.0132,2.3561,0.0495,20.6979,32.3368,82.0632,-999.2500,-999.2500,-999.2500,103.3594,0.0000,39.4338
NA,2811.5000,0.0000,0.0000,-2.9138,363.5449,2.8999,-37.7740,2.7507,2.6619,8.0176,2.3307,0.0809,22.1806,33.9330,77.5668,-999.2500,-999.2500,-999.2500,105.5587,0.0000,40.9892
NA,2812.0000,0.0000,0.0000,-2.6959,404.2893,2.4307,-37.5170,2.4735,2.3643,8.0618,2.3166,0.1236,23.0051,35.4185,73.7112,-999.2500,-999.2500,-999.2500,107.4177,1.0000,42.3039
NA,2812.5000,0.0000,0.0000,-3.1682,446.8593,2.2734,-37.0550,2.2378,2.1383,8.1764,2.3091,0.1638,23.4418,36.3442,73.0547,-999.2500,-999.2500,-999.2500,108.6675,1.0000,43.1878
NA,2813.0000,0.0000,0.0000,-4.6969,489.1264,2.2289,-36.4394,2.0445,1.9833,8.3175,2.3043,0.1906,23.7266,35.1996,69.3572,-999.2500,-999.2500,-999.2500,109.0836,0.0000,43.4820
NA,2813.5000,0.0000,0.0000,-7.0063,528.4059,2.2196,-35.8102,1.8925,1.8825,8.2022,2.3036,0.2003,23.7647,33.2861,64.3707,-999.2500,-999.2500,-999.2500,108.5639,0.0000,43.1145
NA,2814.0000,0.0000,0.0000,-9.6722,563.6904,2.1989,-35.3526,1.7740,1.8122,8.0618,2.3090,0.1927,23.4487,32.9414,65.0984,-999.2500,-999.2500,-999.2500,107.4360,0.0000,42.3169
NA,2814.5000,0.0000,0.0000,-12.3180,597.4206,2.3204,-35.2332,1.6739,1.7471,8.1159,2.3137,0.1711,23.1763,34.2655,70.2200,-999.2500,-999.2500,-999.2500,106.6432,0.0000,41.7562
NA,2815.0000,0.0000,0.0000,-14.3060,630.9126,2.4677,-35.5375,1.5850,1.6692,8.1341,2.3031,0.1455,23.7949,35.0491,72.0609,-999.2500,-999.2500,-999.2500,107.3043,0.0000,42.2237
NA,2815.5000,0.0000,0.0000,-15.0317,661.0396,2.3241,-36.2197,1.5128,1.5798,7.9638,2.2735,0.1302,25.5266,32.8526,69.6129,-999.2500,-999.2500,-999.2500,109.7987,0.0000,43.9877
NA,2816.0000,0.0000,0.0000,-14.6394,681.8297,2.0438,-37.0915,1.4666,1.4989,7.9966,2.2436,0.1312,27.2742,29.0807,70.1037,-999.2500,-999.2500,-999.2500,113.1715,0.0000,46.3730
NA,2816.5000,0.0000,0.0000,-14.1638,689.1664,1.8742,-37.8718,1.4510,1.4482,8.1570,2.2342,0.1390,27.8244,27.7324,74.9601,-999.2500,-999.2500,-999.2500,115.6111,0.0000,48.0984
NA,2817.0000,0.0000,0.0000,-14.7076,687.0798,1.9470,-38.2920,1.4554,1.4364,8.2060,2.2491,0.1406,26.9527,29.6537,79.1308,-999.2500,-999.2500,-999.2500,115.7680,0.0000,48.2094
NA,2817.5000,1.0000,0.0000,-16.3748,686.3435,2.2981,-38.2090,1.4570,1.4555,8.0772,2.2773,0.1337,25.3031,31.4001,79.0023,-999.2500,-999.2500,-999.2500,113.6726,0.0000,46.7274
NA,2818.0000,0.0000,0.0000,-18.2477,692.2334,2.4864,-37.6632,1.4446,1.4881,7.9484,2.3034,0.1287,23.7757,30.2127,78.9207,-999.2500,-999.2500,-999.2500,110.4650,0.0000,44.4590
NA,2818.5000,0.0000,0.0000,-19.4304,700.0460,2.3700,-36.8479,1.4285,1.5185,7.9306,2.3216,0.1358,22.7125,28.7286,82.5646,-999.2500,-999.2500,-999.2500,107.4855,0.0000,42.3518
NA,2819.0000,0.0000,0.0000,-19.7735,703.8582,2.2847,-36.0124,1.4207,1.5372,7.9878,2.3354,0.1499,21.9041,30.0771,82.2535,-999.2500,-999.2500,-999.2500,105.6631,0.0000,41.0630
NA,2819.5000,0.0000,0.0000,-19.5175,703.8467,2.3848,-35.3517,1.4208,1.5355,8.0304,2.3417,0.1558,21.5362,31.9257,75.1729,-999.2500,-999.2500,-999.2500,105.4194,0.0000,40.8906
NA,2820.0000,0.0000,0.0000,-18.7490,704.6738,2.4677,-34.9459,1.4191,1.5078,7.9990,2.3305,0.1482,22.1950,31.2576,69.5877,-999.2500,-999.2500,-999.2500,106.7026,0.0000,41.7982
NA,2820.5000,0.0000,0.0000,-17.5724,709.5020,2.2130,-34.7647,1.4094,1.4617,7.8831,2.3029,0.1369,23.8079,30.2208,69.1721,-999.2500,-999.2500,-999.2500,108.9517,0.0000,43.3887
NA,2821.0000,0.0000,0.0000,-16.5188,717.7502,1.9752,-34.7091,1.3932,1.4150,7.9172,2.2771,0.1334,25.3142,31.3907,70.3283,-999.2500,-999.2500,-999.2500,111.1605,1.0000,44.9508
NA,2821.5000,0.0000,0.0000,-16.3012,727.5411,1.9928,-34.6576,1.3745,1.3816,8.1401,2.2703,0.1390,25.7148,33.5628,69.8570,-999.2500,-999.2500,-999.2500,112.2892,1.0000,45.7491
NA,2822.0000,0.0000,0.0000,-17.1878,738.7235,2.0695,-34.5069,1.3537,1.3647,8.2437,2.2856,0.1482,24.8177,35.4987,69.5178,-999.2500,-999.2500,-999.2500,111.9179,0.0000,45.4865
NA,2822.5000,0.0000,0.0000,-18.8807,751.9607,2.1486,-34.2100,1.3299,1.3628,8.1166,2.3155,0.1560,23.0706,37.8871,71.0834,-999.2500,-999.2500,-999.2500,110.4827,0.0000,44.4715
NA,2823.0000,0.0000,0.0000,-20.7638,762.0851,2.2327,-33.7988,1.3122,1.3772,7.9956,2.3486,0.1594,21.1348,39.3497,73.5271,-999.2500,-999.2500,-999.2500,108.7046,0.0000,43.2140
NA,2823.5000,0.0000,0.0000,-22.2439,756.3542,2.2822,-33.3711,1.3221,1.4138,7.9694,2.3766,0.1577,19.4989,36.8782,77.0620,-999.2500,-999.2500,-999.2500,106.8517,0.0000,41.9036
NA,2824.0000,0.0000,0.0000,-23.2779,726.6472,2.3624,-33.0480,1.3762,1.4821,7.9174,2.3982,0.1520,18.2347,31.2647,81.1729,-999.2500,-999.2500,-999.2500,104.6330,0.0000,40.3345
NA,2824.5000,0.0000,0.0000,-24.3079,678.1306,2.5313,-32.9346,1.4746,1.5927,7.8784,2.4181,0.1431,17.0722,27.0598,80.5893,-999.2500,-999.2500,-999.2500,101.7049,0.0000,38.2637
NA,2825.0000,0.0000,0.0000,-25.4485,621.3701,2.9934,-33.1061,1.6093,1.7564,7.8831,2.4395,0.1291,15.8181,25.6088,74.4225,-999.2500,-999.2500,-999.2500,98.1660,0.0000,35.7609
NA,2825.5000,0.0000,0.0000,-26.4200,565.5865,3.6306,-33.5997,1.7681,1.9790,7.9112,2.4598,0.1081,14.6299,24.0447,67.3587,-999.2500,-999.2500,-999.2500,94.5405,0.0000,33.1969
NA,2826.0000,0.0000,0.0000,-27.0158,515.7112,3.8206,-34.3872,1.9391,2.2533,7.9009,2.4748,0.0839,13.7546,21.9307,63.4427,-999.2500,-999.2500,-999.2500,91.4124,0.0000,30.9848
NA,2826.5000,0.0000,0.0000,-27.0725,472.2056,4.2232,-35.3421,2.1177,2.5497,7.8951,2.4851,0.0643,13.1524,21.3588,63.7927,-999.2500,-999.2500,-999.2500,89.1810,0.0000,29.4067
NA,2827.0000,0.0000,0.0000,-26.1721,434.7063,4.7420,-36.2508,2.3004,2.8160,7.8973,2.4938,0.0552,12.6459,23.2342,65.6807,-999.2500,-999.2500,-999.2500,88.0034,0.0000,28.5739
NA,2827.5000,0.0000,0.0000,-23.6769,402.9179,5.2093,-36.8911,2.4819,2.9961,7.8975,2.4996,0.0574,12.3034,25.6442,65.3614,-999.2500,-999.2500,-999.2500,87.7286,0.0000,28.3795
NA,2828.0000,0.0000,0.0000,-19.5615,376.5440,4.7744,-37.1336,2.6557,3.0702,7.9004,2.5003,0.0685,12.2657,25.5591,67.3063,-999.2500,-999.2500,-999.2500,87.8500,0.0000,28.4653
NA,2828.5000,0.0000,0.0000,-15.3150,356.0313,3.4492,-36.9893,2.8087,3.0757,7.9334,2.4990,0.0814,12.3404,24.1960,77.9459,-999.2500,-999.2500,-999.2500,87.7340,0.0000,28.3833
NA,2829.0000,0.0000,0.0000,-13.2235,342.9195,3.3924,-36.5775,2.9161,3.0709,8.0162,2.5016,0.0874,12.1854,23.4689,92.7569,-999.2500,-999.2500,-999.2500,87.0728,0.0000,27.9157
NA,2829.5000,0.0000,0.0000,-13.7441,338.0570,4.3792,-36.0550,2.9581,3.0811,8.0297,2.5099,0.0847,11.7004,22.5945,102.2372,-999.2500,-999.2500,-999.2500,86.0873,0.0000,27.2188
NA,2830.0000,0.0000,0.0000,-15.0328,339.3810,5.0739,-35.5611,2.9465,3.0965,7.9958,2.5214,0.0819,11.0289,21.5372,98.4669,-999.2500,-999.2500,-999.2500,85.2435,0.0000,26.6220
NA,2830.5000,0.0000,0.0000,-15.6003,341.4324,4.3244,-35.1917,2.9288,3.1178,7.9939,2.5334,0.0878,10.3281,21.2849,85.5378,-999.2500,-999.2500,-999.2500,84.7572,0.0000,26.2780
NA,2831.0000,0.0000,0.0000,-15.7562,337.1215,3.6453,-34.9929,2.9663,3.1846,7.9940,2.5445,0.0988,9.6756,21.6349,76.8605,-999.2500,-999.2500,-999.2500,84.3146,0.0000,25.9651
