Lito,Depth,BVTX,AVTX,RxoRt,CILD,RLL3,SP,RILD,RILM,DCAL,RHOB,RHOC,DPOR,CNLS,GR,MCAL,MI,MN,DT,ITT,SPOR
NA,-4.0000,0.0000,0.0000,-371.5927,38.1137,100000.0000,-999.2500,26.2373,-999.2500,1.2019,-0.4988,-2.3985,187.6473,-3.3450,302.2082,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,-3.5000,0.0000,0.0000,-359.8099,38.1707,100000.0000,-999.2500,26.1981,-999.2500,1.2018,-0.6417,-2.1560,196.0070,-3.0594,239.7007,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,-3.0000,0.0000,0.0000,-352.0008,48.3418,74397.6719,-999.2500,20.6861,-999.2500,1.2008,-0.7457,-1.9533,202.0893,-2.6323,196.9411,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,-2.5000,0.0000,0.0000,-378.4751,136.5182,5706.1465,-999.2500,7.3250,-999.2500,1.2009,-0.8109,-1.8177,205.8994,-2.2820,214.6203,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,-2.0000,0.0000,0.0000,-423.3124,381.3292,20051.4922,-999.2500,2.6224,-999.2500,1.2016,-0.8552,-1.7706,208.4895,-2.3135,325.6511,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,-1.5000,0.0000,0.0000,-463.3923,687.5903,100000.0000,-999.2500,1.4544,-999.2500,1.2029,-0.9019,-1.8252,211.2199,-2.6388,511.0237,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,-1.0000,0.0000,0.0000,-479.0977,704.8609,100000.0000,-999.2500,1.4187,-999.2500,1.2025,-0.9621,-1.9714,214.7455,-2.9740,679.1686,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,-0.5000,0.0000,0.0000,-230.2183,171.4922,50000.0000,-97.2131,1.5236,-499.6250,0.6004,-0.4733,-1.0606,106.9216,-1.6371,375.5283,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,0.0000,0.0000,0.0000,-230.2183,171.4922,50000.0000,-97.2131,1.5236,-499.6250,0.6004,-0.4733,-1.0606,106.9216,-1.6371,375.5283,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,0.5000,0.0000,0.0000,-419.2439,103.3776,100000.0000,-182.0589,9.6733,-999.2500,1.2009,-0.3812,-1.7372,180.7727,-3.5164,701.5826,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,1.0000,0.0000,0.0000,-420.7349,106.0889,100000.0000,-186.2880,9.4261,84.9648,1.2029,-0.0268,-1.4062,160.0453,-3.5588,681.0237,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,1.5000,0.0000,0.0000,-411.6855,84.0482,100000.0000,-196.2918,11.8979,25.6947,1.2163,0.2051,-1.1657,146.4852,-3.5384,696.5751,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,2.0000,0.0000,0.0000,-377.6491,35.2210,100000.0000,-210.0890,28.3922,15.2352,1.2362,0.3616,-1.0066,137.3338,-3.5076,723.2695,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,2.5000,0.0000,0.0000,-312.4199,6.6438,100000.0000,-225.8557,150.5169,11.8396,1.2428,0.5039,-0.8842,129.0094,-3.5301,719.2789,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,3.0000,0.0000,0.0000,-323.1129,8.7363,100000.0000,-241.6198,114.4644,10.8752,1.2452,0.6738,-0.7522,119.0744,-3.5980,637.5606,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,3.5000,0.0000,0.0000,-336.1388,12.1878,100000.0000,-255.3993,82.0493,11.0495,1.2471,0.8744,-0.5906,107.3428,-3.6531,489.0746,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,4.0000,0.0000,0.0000,-58.4376,0.0000,100000.0000,-265.7263,100000.0000,11.8269,1.2480,1.0698,-0.4199,95.9173,-3.6667,356.9845,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,4.5000,0.0000,0.0000,-58.4881,0.0000,100000.0000,-272.1359,100000.0000,13.0338,1.2425,1.2231,-0.2745,86.9534,-3.6460,286.7208,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,5.0000,0.0000,0.0000,-58.5425,0.0000,100000.0000,-275.1190,100000.0000,14.6678,1.2344,1.3298,-0.1689,80.7144,-3.5873,254.0962,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,5.5000,0.0000,0.0000,-58.5594,0.0000,100000.0000,-275.5335,100000.0000,16.6293,1.2359,1.4130,-0.0909,75.8505,-3.4653,224.7199,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,6.0000,0.0000,0.0000,-58.4450,0.0000,100000.0000,-274.0768,100000.0000,18.5796,1.2390,1.4966,-0.0180,70.9580,-3.2305,194.6365,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,6.5000,0.0000,0.0000,-57.9286,0.0000,100000.0000,-271.2588,100000.0000,20.0379,1.2399,1.5813,0.0602,66.0034,-2.7675,171.7271,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,7.0000,0.0000,0.0000,-56.2794,0.0000,100000.0000,-267.7752,100000.0000,20.6910,1.2374,1.6493,0.1384,62.0304,-2.0673,155.7630,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,7.5000,0.0000,0.0000,-52.0681,0.0000,100000.0000,-264.7912,100000.0000,20.6066,1.2258,1.6962,0.2123,59.2837,-1.4749,151.3519,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,8.0000,0.0000,0.0000,-43.3225,0.0000,100000.0000,-263.8747,100000.0000,20.0165,1.2130,1.7459,0.2849,56.3794,-1.2263,164.4883,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,8.5000,0.0000,0.0000,-28.0154,0.0000,100000.0000,-266.6427,100000.0000,18.9964,1.2094,1.8306,0.3598,51.4267,-1.2093,179.0546,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,9.0000,0.0000,0.0000,-4.4765,0.0000,28605.9590,-274.4124,100000.0000,17.4620,1.2102,1.9692,0.4360,43.3219,-1.2745,173.2540,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,9.5000,0.0000,0.0000,28.3172,0.0000,1933.4966,-288.0343,100000.0000,15.4677,1.2134,2.1520,0.5076,32.6338,-1.3049,158.4153,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,10.0000,0.0000,0.0000,68.0805,0.0000,178.4967,-307.8297,100000.0000,13.4309,1.2200,2.3205,0.5605,22.7765,-1.2079,159.4474,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,10.5000,0.0000,0.0000,85.1240,0.0000,58.4919,-333.4066,100000.0000,11.8925,1.2235,2.3800,0.5746,19.2981,-1.0224,177.4223,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,11.0000,0.0000,0.0000,51.4257,0.0000,404.6413,-363.3620,100000.0000,11.2266,1.2261,2.3117,0.5503,23.2902,-0.9012,201.8327,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,11.5000,0.0000,0.0000,13.3700,0.0000,5059.9268,-395.2263,100000.0000,11.8236,1.2320,2.2076,0.5128,29.3791,-0.8900,223.0131,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,12.0000,0.0000,0.0000,-298.8614,14.0296,69805.0000,-426.0093,71.2780,14.7370,1.2399,2.1462,0.4779,32.9698,-0.9510,229.1352,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,12.5000,0.0000,0.0000,-357.4501,37.7145,100000.0000,-453.0713,26.5150,24.0273,1.2447,2.1452,0.4406,33.0286,-1.0337,223.9213,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,13.0000,0.0000,0.0000,-380.9687,50.2993,100000.0000,-474.6087,19.8810,70.3645,1.2457,2.1807,0.3842,30.9525,-1.0925,220.6731,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,13.5000,0.0000,0.0000,-390.1075,53.8336,100000.0000,-489.4874,18.5758,100000.0000,1.2454,2.2089,0.2939,29.3015,-1.1000,226.0890,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,14.0000,0.0000,0.0000,-393.4178,54.5372,100000.0000,-496.9481,18.3361,100000.0000,1.2441,2.1932,0.1718,30.2232,-1.0769,236.6318,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,14.5000,0.0000,0.0000,-394.8001,55.1571,100000.0000,-496.6790,18.1300,100000.0000,1.2438,2.1373,0.0457,33.4934,-1.0700,244.9601,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,15.0000,0.0000,0.0000,-395.7989,56.2466,100000.0000,-489.0889,17.7788,100000.0000,1.2440,2.0833,-0.0491,36.6513,-1.0833,247.5537,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,15.5000,0.0000,0.0000,-396.6311,57.3948,100000.0000,-475.3656,17.4232,100000.0000,1.2431,2.0598,-0.1052,38.0228,-1.0943,244.2802,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,16.0000,0.0000,0.0000,-397.0885,58.0583,100000.0000,-457.2310,17.2241,100000.0000,1.2426,2.0551,-0.1467,38.3005,-1.1037,241.9883,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,16.5000,0.0000,0.0000,-397.2836,58.3382,100000.0000,-436.7005,17.1414,100000.0000,1.2424,2.0392,-0.1987,39.2274,-1.1194,244.9997,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,17.0000,0.0000,0.0000,-397.5856,58.7726,100000.0000,-416.0381,17.0147,100000.0000,1.2419,1.9968,-0.2642,41.7055,-1.1300,252.8830,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,17.5000,0.0000,0.0000,-398.2969,59.8282,100000.0000,-397.7789,16.7145,100000.0000,1.2414,1.9415,-0.3241,44.9431,-1.1268,261.7739,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,18.0000,0.0000,0.0000,-399.4374,61.5752,100000.0000,-384.5796,16.2403,100000.0000,1.2421,1.8968,-0.3602,47.5553,-1.1175,264.3830,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,18.5000,0.0000,0.0000,-400.5484,63.3329,100000.0000,-378.7169,15.7896,100000.0000,1.2425,1.8681,-0.3725,49.2362,-1.1166,261.1386,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,19.0000,0.0000,0.0000,-400.7746,63.6972,100000.0000,-381.1752,15.6993,100000.0000,1.2426,1.8465,-0.3660,50.4966,-1.1221,254.7473,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,19.5000,0.0000,0.0000,-399.6316,61.8760,100000.0000,-390.7869,16.1614,100000.0000,1.2428,1.8351,-0.3295,51.1612,-1.1139,249.5648,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,20.0000,0.0000,0.0000,-397.6801,58.8916,100000.0000,-404.1158,16.9803,100000.0000,1.2423,1.8524,-0.2452,50.1502,-1.0955,252.3039,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,20.5000,0.0000,0.0000,-395.7152,56.0385,100000.0000,-416.4482,17.8449,100000.0000,1.2420,1.9050,-0.1177,47.0749,-1.0940,265.9065,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,21.0000,0.0000,0.0000,-393.9107,53.5405,100000.0000,-423.4442,18.6774,100000.0000,1.2426,1.9763,0.0228,42.9058,-1.1148,278.4091,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,21.5000,0.0000,0.0000,-392.6920,51.9180,100000.0000,-422.5141,19.2612,100000.0000,1.2423,2.0457,0.1471,38.8457,-1.1363,259.7009,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,22.0000,0.0000,0.0000,-392.3111,51.4254,100000.0000,-413.4024,19.4456,100000.0000,1.2420,2.1027,0.2418,35.5122,-1.1514,201.5596,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,22.5000,0.0000,0.0000,-392.1935,51.2742,100000.0000,-397.9202,19.5030,100000.0000,1.2419,2.1456,0.3064,33.0063,-1.1698,141.8909,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,23.0000,0.0000,0.0000,-391.7958,50.7542,100000.0000,-378.9107,19.7028,100000.0000,1.2403,2.1761,0.3474,31.2205,-1.1945,108.1622,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,23.5000,0.0000,0.0000,-390.9832,49.7086,100000.0000,-358.7017,20.1172,100000.0000,1.2396,2.1967,0.3728,30.0196,-1.2098,93.5984,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,24.0000,0.0000,0.0000,-390.0171,48.5028,100000.0000,-337.9280,20.6174,100000.0000,1.2404,2.2092,0.3895,29.2840,-1.1007,86.8470,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,24.5000,0.0000,0.0000,-389.1188,47.4533,100000.0000,-315.7408,21.0733,100000.0000,1.2424,2.2157,0.4021,28.9092,-0.7164,82.6662,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,25.0000,0.0000,0.0000,-387.4073,45.6790,100000.0000,-291.2841,21.8919,100000.0000,1.2451,2.2176,0.4128,28.7971,-0.4981,78.6122,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,25.5000,0.0000,0.0000,-383.4069,42.1677,100000.0000,-265.0544,23.7148,100000.0000,1.2490,2.2171,0.4223,28.8263,2.7322,73.0265,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,26.0000,0.0000,0.0000,-376.5455,37.8232,100000.0000,-238.8713,26.4388,100000.0000,1.2503,2.2168,0.4292,28.8415,9.5437,67.0239,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,26.5000,0.0000,0.0000,-366.6579,34.3167,100000.0000,-214.7088,29.1403,100000.0000,1.2499,2.2189,0.4289,28.7182,21.3850,64.8296,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,27.0000,0.0000,0.0000,-352.9407,32.4893,100000.0000,-193.7218,30.7793,100000.0000,1.2496,2.2227,0.4141,28.4961,24.2606,66.9961,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,27.5000,0.0000,0.0000,-333.6642,32.1707,88595.4688,-176.2801,31.0842,100000.0000,1.2496,2.2233,0.3797,28.4603,25.7520,68.6628,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,28.0000,0.0000,0.0000,-305.8240,31.9312,11428.2793,-162.6268,31.3174,100000.0000,1.2495,2.2144,0.3294,28.9799,28.5815,66.5066,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,28.5000,0.0000,0.0000,-266.2330,29.8973,1278.8708,-153.1629,33.4478,100000.0000,1.2497,2.1950,0.2778,30.1184,29.2418,62.1533,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,29.0000,0.0000,0.0000,-214.0466,26.0229,152.2805,-147.9526,38.4277,100000.0000,1.2500,2.1705,0.2410,31.5517,25.6235,60.4936,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,29.5000,0.0000,0.0000,-152.8659,22.7461,75.4592,-145.9610,43.9636,100000.0000,1.2504,2.1457,0.2229,33.0009,22.3043,61.3673,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,30.0000,0.0000,0.0000,-91.2743,22.6017,73.6864,-144.9706,44.2445,100000.0000,1.2515,2.1227,0.2175,34.3453,21.9767,63.9955,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,30.5000,0.0000,0.0000,-46.2642,25.8978,74.3136,-142.5058,38.6133,100000.0000,1.2521,2.1053,0.2185,35.3633,25.1050,66.9707,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,31.0000,0.0000,0.0000,-35.3331,29.7370,80.3697,-137.0037,33.6281,100000.0000,1.2516,2.0972,0.2232,35.8342,30.8866,65.3216,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,31.5000,0.0000,0.0000,-34.6681,29.8871,83.6794,-128.2761,33.4593,100000.0000,1.2512,2.0974,0.2307,35.8228,34.2776,61.5552,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,32.0000,0.0000,0.0000,-29.1755,25.9711,85.0854,-116.9548,38.5043,100000.0000,1.2504,2.0995,0.2398,35.7039,33.8639,60.4440,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,32.5000,0.0000,0.0000,-23.0292,22.6201,81.7692,-103.7017,44.2085,100000.0000,1.2507,2.0954,0.2485,35.9399,33.1601,60.8076,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,33.0000,0.0000,0.0000,-24.2964,24.1332,75.2673,-88.9829,41.4368,100000.0000,1.2500,2.0821,0.2559,36.7174,32.5402,62.0514,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,33.5000,0.0000,0.0000,-32.0420,30.4364,72.9281,-73.3916,32.8554,100000.0000,1.2503,2.0648,0.2628,37.7323,29.1824,64.4602,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,34.0000,0.0000,0.0000,-39.6156,38.1635,73.2686,-57.9109,26.2030,100000.0000,1.2519,2.0518,0.2700,38.4893,25.4204,64.4362,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,34.5000,0.0000,0.0000,-43.9337,44.3485,71.4375,-43.6792,22.5487,100000.0000,1.2516,2.0451,0.2754,38.8819,25.4631,60.7448,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,35.0000,0.0000,0.0000,-45.1497,48.5817,67.7505,-31.5723,20.5839,100000.0000,1.2507,2.0361,0.2750,39.4090,28.8270,57.8665,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,35.5000,0.0000,0.0000,-44.0846,51.8410,62.1097,-21.9799,19.2897,100000.0000,1.2502,2.0121,0.2659,40.8142,31.6808,58.1723,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,36.0000,0.0000,0.0000,-40.9285,54.7382,54.1544,-14.9322,18.2688,100000.0000,1.2501,1.9673,0.2486,43.4308,32.1200,58.4265,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,36.5000,0.0000,0.0000,-35.2189,57.1895,44.6367,-10.2783,17.4857,100000.0000,1.2509,1.9085,0.2264,46.8697,31.2028,56.9911,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,37.0000,0.0000,0.0000,-26.4195,59.0672,33.0319,-7.7506,16.9299,100000.0000,1.2512,1.8480,0.2036,50.4106,29.8532,55.2443,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,37.5000,0.0000,0.0000,-14.3342,60.6480,21.7839,-6.9459,16.4886,100000.0000,1.2511,1.7934,0.1820,53.6031,27.8666,54.5639,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,38.0000,0.0000,0.0000,0.9467,62.2036,11.8333,-7.3504,16.0763,100000.0000,1.2513,1.7444,0.1610,56.4682,26.1296,54.7920,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,38.5000,0.0000,0.0000,18.8949,63.8243,6.6544,-8.4480,15.6680,100000.0000,1.2516,1.6968,0.1391,59.2496,26.4410,53.7838,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,39.0000,0.0000,0.0000,38.3156,65.5682,3.8861,-9.8399,15.2513,100000.0000,1.2510,1.6489,0.1167,62.0541,28.7930,51.7374,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,39.5000,0.0000,0.0000,57.4884,67.3217,2.1521,-11.2931,14.8540,100000.0000,1.2499,1.6030,0.0960,64.7384,30.0185,53.0823,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,40.0000,0.0000,0.0000,74.4399,68.8601,1.5773,-12.7046,14.5222,100000.0000,1.2506,1.5629,0.0788,67.0795,27.9547,55.2521,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,40.5000,0.0000,0.0000,87.9675,70.0200,1.3193,-14.0128,14.2816,100000.0000,1.2508,1.5309,0.0656,68.9540,25.0786,54.0921,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,41.0000,0.0000,0.0000,98.6545,71.0143,1.0889,-15.1247,14.0817,100000.0000,1.2506,1.5068,0.0559,70.3603,23.8682,52.9823,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,41.5000,0.0000,0.0000,107.9400,72.3288,0.8128,-15.9043,13.8257,100000.0000,1.2517,1.4900,0.0493,71.3470,23.2538,53.5361,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,42.0000,0.0000,0.0000,116.5824,73.7348,0.5823,-16.2193,13.5621,100000.0000,1.2516,1.4796,0.0451,71.9511,21.9047,54.0017,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,42.5000,0.0000,0.0000,124.0717,74.5232,0.4751,-16.0250,13.4186,100000.0000,1.2509,1.4754,0.0425,72.2008,20.5337,53.7191,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,43.0000,0.0000,0.0000,129.3335,74.7802,0.4497,-15.4352,13.3725,100000.0000,1.2508,1.4761,0.0413,72.1566,19.8214,55.4385,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,43.5000,0.0000,0.0000,132.2770,75.1386,0.4505,-14.7248,13.3087,100000.0000,1.2516,1.4803,0.0412,71.9127,19.9649,58.6226,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,44.0000,0.0000,0.0000,133.9120,75.7260,0.4307,-14.2423,13.2055,100000.0000,1.2521,1.4864,0.0424,71.5545,20.6314,60.1897,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,44.5000,0.0000,0.0000,135.1404,76.2021,0.4049,-14.2711,13.1230,100000.0000,1.2515,1.4939,0.0443,71.1157,20.2693,62.7950,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,45.0000,0.0000,0.0000,136.0993,76.5473,0.3929,-14.9142,13.0638,100000.0000,1.2518,1.5032,0.0466,70.5709,18.5881,66.8953,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,45.5000,0.0000,0.0000,136.5216,77.2715,0.3916,-16.0593,12.9414,100000.0000,1.2512,1.5157,0.0492,69.8396,17.1438,67.7370,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,46.0000,0.0000,0.0000,136.4354,78.6100,0.3902,-17.4350,12.7210,100000.0000,1.2513,1.5340,0.0528,68.7744,16.9448,67.3222,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,46.5000,0.0000,0.0000,136.2047,80.1606,0.3847,-18.7225,12.4750,100000.0000,1.2510,1.5606,0.0588,67.2178,17.2630,67.7976,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,47.0000,0.0000,0.0000,136.0982,81.3095,0.3737,-19.6716,12.2987,100000.0000,1.2512,1.5954,0.0680,65.1805,17.2797,63.9921,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,47.5000,0.0000,0.0000,136.1942,81.5035,0.3660,-20.1696,12.2694,100000.0000,1.2507,1.6328,0.0791,62.9960,16.8114,58.7830,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,48.0000,0.0000,0.0000,136.4443,80.6065,0.3773,-20.2398,12.4060,100000.0000,1.2501,1.6630,0.0889,61.2306,15.9249,55.7014,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,48.5000,0.0000,0.0000,136.5233,79.4133,0.3815,-19.9820,12.5923,100000.0000,1.2504,1.6795,0.0948,60.2612,15.6848,53.2310,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,49.0000,0.0000,0.0000,136.1579,78.8031,0.3832,-19.5082,12.6899,100000.0000,1.2502,1.6875,0.0978,59.7944,17.8838,53.0883,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,49.5000,0.0000,0.0000,135.6887,78.6393,0.4039,-18.9265,12.7163,100000.0000,1.2509,1.7043,0.1026,58.8114,21.2121,55.6102,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,50.0000,0.0000,0.0000,135.7719,78.3215,0.4141,-18.3825,12.7679,100000.0000,1.2504,1.7515,0.1138,56.0499,24.7037,57.6085,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,50.5000,0.0000,0.0000,136.5769,77.8704,0.3960,-18.1055,12.8419,100000.0000,1.2507,1.8424,0.1299,50.7344,26.4030,57.6359,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,51.0000,0.0000,0.0000,137.6930,77.7450,0.3768,-18.3844,12.8626,100000.0000,1.2503,1.9704,0.1374,43.2523,25.3366,58.7457,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,51.5000,0.0000,0.0000,138.7896,77.8420,0.3633,-19.4513,12.8465,100000.0000,1.2503,2.1026,0.1112,35.5179,23.9466,64.8200,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,52.0000,0.0000,0.0000,140.2928,76.7022,0.3569,-21.3437,13.0374,100000.0000,1.2506,2.1818,0.0271,30.8893,21.6841,75.2861,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,52.5000,0.0000,0.0000,143.6029,71.4500,0.3496,-23.8502,13.9958,100000.0000,1.2507,2.1513,-0.1106,32.6751,18.1849,81.6333,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,53.0000,0.0000,0.0000,149.1363,62.0240,0.3464,-26.5770,16.1228,100000.0000,1.2511,2.0383,-0.2293,39.2822,14.8087,78.9202,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,53.5000,0.0000,0.0000,152.6997,55.3844,0.3545,-29.0626,18.0556,100000.0000,1.2504,1.9620,-0.2367,43.7400,13.4030,77.5690,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
NA,54.0000,0.0000,0.0000,148.4146,57.7372,0.3595,-30.8465,17.3199,1398.4166,1.2508,1.9651,-0.1517,43.5629,12.4065,84.2687,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
